SMILES,intra,database,secdatabase
C1C([C@@H](C(C(O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)O[C@@H]3[C@H](O[C@H]([C@@H]([C@H]3O)O)O[C@@H]4[C@H](O[C@H]([C@@H]([C@H]4O)O)O)CO)CO)O)O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O)O)O,1,PubChemBioCyc,
C(C[NH3+])C[NH2+]CCC[NH2+]CCC[NH2+]CCC[NH3+],1,PubChemBioCyc,
CC(=O)C(C(=O)COP(=O)([O-])[O-])O,1,PubChemBioCyc,
CC(=O)C(C(=O)COP(=O)(O)O)O,1,PubChemBioCyc,
C1[C@@H]2[C@@H]([C@H](O1)[C@H]([C@H](O2)O[C@@H]3[C@H]([C@@H](O[C@@H]([C@@H]3OS(=O)(=O)[O-])CO)O[C@H]4[C@H]5CO[C@@H]4[C@H]([C@H](O5)O[C@@H]6[C@H]([C@@H](O[C@@H]([C@@H]6OS(=O)(=O)[O-])CO)O[C@H]7[C@H]8CO[C@@H]7[C@H]([C@H](O8)O[C@@H]9[C@H]([C@@H](O[C@@H]([C@@H]9OS(=O)(=O)[O-])CO)O)O)OS(=O)(=O)[O-])O)OS(=O)(=O)[O-])O)OS(=O)(=O)[O-])O,1,PubChemBioCyc,
C[C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@H]([C@H](O[C@H]2OC3[C@H](C(COC3OC[C@@H]4[C@H]([C@@H]([C@H]([C@@H](O4)O[C@@H]5[C@H](O[C@H]([C@@H]([C@H]5O)O)O)CO)O)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)COC7C([C@H](C(CO7)O)O)O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)COC9C([C@H](C(CO9)O)O)O)O)O)O)O)O)O)O)CO)O)O)O)O)O,1,PubChemBioCyc,
CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])[C@H](C(=O)NCCC(=O)NCCSC(=O)CCSC)O,1,PubChemBioCyc,
C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O)OS(=O)(=O)[O-])O[C@@H]2[C@@H]([C@H]([C@H]([C@H](O2)COS(=O)(=O)[O-])O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O[C@@H]4[C@@H]([C@H]([C@H]([C@H](O4)COS(=O)(=O)[O-])O)O)OS(=O)(=O)[O-])OS(=O)(=O)[O-])O)OS(=O)(=O)[O-])O)O,1,PubChemBioCyc,
CC[NH2+]CCC[NH2+]CCCC[NH2+]CCC[NH2+]CC,1,PubChemBioCyc,
COC1=C(C=C2C(C3C(CC2=C1)COC3=O)C4=CC5=C(C=C4)OCO5)OC,1,PubChemBioCyc,
CC/C=C\C[C@H]1[C@H](CCC1=O)CC(=O)N[C@@H]([C@@H](C)CC)C(=O)[O-],1,PubChemBioCyc,
C1=C(C(=C(N1)CO)CC(=O)[O-])CCC(=O)[O-],1,PubChemBioCyc,
C1[C@H]2[C@H]([C@@H](O1)[C@@H]([C@@H](O2)O[C@H]3[C@H]([C@H](O[C@H]([C@@H]3O)O)CO)O)O)O,1,PubChemBioCyc,
C1[C@H]2[C@H]([C@@H](O1)[C@@H]([C@@H](O2)O)O)O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O,1,PubChemBioCyc,
C1=CNC(=C1)C(=O)CC(=O)O,1,PubChemBioCyc,
C=C1CC1[C@@H](C(=O)O)N,1,PubChemBioCyc,
C[C@@H]1C[C@@H]([C@H]([C@H](O1)OP(=O)([O-])OP(=O)([O-])OC[C@@H]2[C@H](C[C@@H](O2)N3C=C(C(=O)NC3=O)C)O)O)[NH+](C)C,1,PubChemBioCyc,
C[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OP(=O)([O-])OP(=O)([O-])OC[C@@H]2[C@H](C[C@@H](O2)N3C=C(C(=O)NC3=O)C)O)O)[NH+](C)C)O,1,PubChemBioCyc,
C[C@]12CCC[C@](C1)([C@@H]3CC([C@H]3CC2)(C)C)O,1,PubChemBioCyc,
C[C@H]1CC=C2[C@H]([C@]1(C)CC[C@](C)(C=C)O)CCCC2(C)C,1,PubChemBioCyc,
C[C@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OP(=O)([O-])OP(=O)([O-])OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)NC(=O)C)O)NC(=O)C,1,PubChemBioCyc,
C[C@H]1CC=C2[C@H]([C@]1(C)CC[C@@](C)(C=C)O)CCCC2(C)C,1,PubChemBioCyc,
C(C(=O)[C@@H](C(=O)O)O)OP(=O)(O)O,1,PubChemBioCyc,
C1=CC(=CC(=C1)S(=O)(=O)[O-])NC2=NC(=NC(=N2)N)Cl,1,PubChemBioCyc,
C[C@H](CC[C@@H](C(C)C)O)CC(=O)O,1,PubChemBioCyc,
C/C(=C\COP(=O)(O)OP(=O)(O)O)/CC[C@@H]1[C@]2(CCCC([C@@H]2CC[C@@]1(C)O)(C)C)C,1,PubChemBioCyc,
CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,1,PubChemBioCyc,
C[C@]1(CC[C@@H]2C(=CC[C@@H]3[C@@]2(CCC[C@]3(C)CO)C)C1)C=C,1,PubChemBioCyc,
C[C@]1(CC[C@@H]2C(=CC[C@@H]3[C@@]2(CCC[C@]3(C)C(=O)[O-])C)C1)C=C,1,PubChemBioCyc,
C[C@H](CC[C@@H](C(C)C)O)CC(=O)[O-],1,PubChemBioCyc,
C1CC(=CN([C@H]1O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)([O-])OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)([O-])[O-])O)O)O)C(=O)N,1,PubChemBioCyc,
C/C=C\C=C(\C(=O)O)/[O-],1,PubChemBioCyc,
C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)N,1,PubChemBioCyc,
CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,1,PubChemBioCyc,
CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)CO)O)OP(=O)(O)O,1,PubChemBioCyc,
CC(C)(C)[NH2+]CC(COC1=CC=CC2=C1CCCC2O)O,1,PubChemBioCyc,
C1=C[N+](=C(N=C1N)NCCCCN=C(N)N)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,1,PubChemBioCyc,
C/C(=C\[C@H]1[C@@H](CC2=CNC3=CC=CC1=C23)NC)/C=O,1,PubChemBioCyc,
C(C(C(=O)O)S(=O)O)C(=O)O,1,PubChemBioCyc,
C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O)O)O)O[C@H]2[C@@H](C(=O)[C@H]([C@H](O2)CO)O)O)O,1,PubChemBioCyc,
CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1O[C@@H]2[C@H](O[C@H]([C@@H]2O)O[C@@H]3[C@H]([C@@H](C[C@@H]([C@H]3O[C@@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C[NH3+])O)O)[NH3+])[NH3+])[NH3+])O)CO)CO)O)O,1,PubChemBioCyc,
CC(C[C@H]1[C@@H](CC2=CNC3=CC=CC1=C23)[NH2+]C)C=O,1,PubChemBioCyc,
CCCCCCCCCCCCCCCCC[C@H]([C@H](CO)[NH3+])O,1,PubChemBioCyc,
C[C@H]1CN([C@@H]2CC3=C(NC4=CC=CC(=C34)[C@H]2[C@H]1OC(=O)C)C(C)(C)C=C)C,1,PubChemBioCyc,
CC1=CC(=O)[C@@H](C1(C)C)CC(=O)O,1,PubChemBioCyc,
C[C@@]12[C@H](C[C@@H](C1(C)C)CC2=O)O,1,PubChemBioCyc,
C1=C(C(=O)NC(=C1C2=C(NC(=O)C(=C2)O)O)O)O,1,PubChemBioCyc,
C[C@@]12[C@@H](C[C@@H](C1(C)C)CC2=O)O,1,PubChemBioCyc,
CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1O[C@@H]2[C@H](C[C@H]([C@@H]([C@H]2O)O)[NH3+])[NH3+])CO)O)O,1,PubChemBioCyc,
C[C@H]1CC[C@]2([C@H]([C@H]3[C@@H](O2)C[C@@H]4[C@@]3(CC[C@H]5[C@H]4CC[C@@H]6[C@@]5(CC[C@@H](C6)O[C@H]7[C@@H]([C@H]([C@H]([C@H](O7)CO)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)O)O)C)C)C)NC1,1,PubChemBioCyc,
C[C@]12CC[C@H]3C(=C[C@H]([C@H](O3)C(C)(C)O)O)[C@@]1(CC[C@@H]4[C@@]2(C5=C(C4)C6=CC=CC=C6N5)C)O,1,PubChemBioCyc,
CSCCCC[C@@H](C(=O)O)N,1,PubChemBioCyc,
CCCCCCCC/C=C/CCCCCCCCC(=O)[O-],1,PubChemBioCyc,
CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[NH3+])O,1,PubChemBioCyc,
C1[C@@H]2[C@H](C(=O)[C@H]([C@H](O1)O2)O)O,1,PubChemBioCyc,
COC1=CC(=CC2=C1O[C@H]([C@@H]2C(=O)O)C3=CC(=C(C=C3)O)OC)/C=C/C(=O)O,1,PubChemBioCyc,
CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCC/C=C\CCCCCCCC,1,PubChemBioCyc,
C1=CC(=O)C(=C1)O,1,PubChemBioCyc,
C[C@H]1/C=C/C=C\C=C(/C(=O)NC2=C(C(=O)C3=C(C2=O)C=C(C(=C3C(=O)/C(=C/[C@@H]([C@H]([C@H](/C=C/[C@H](C/C=C(/C(=O)C[C@@H]1O)\C)O)C)O)C)/C)O)C)N)\C,1,PubChemBioCyc,
CC1=C(/C(=C/C2=C(C(=C(N2)/C=C\3/C(=C(C(=O)N3)C)C=C)C)CCC(=O)O)/NC1=CC4=NC(=O)C(=C4C)C=C)CCC(=O)O,1,PubChemBioCyc,
C[C@@H](CCC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C)CO,1,PubChemBioCyc,
C1=CC(=CC=C1C(=O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)N,1,PubChemBioCyc,
CN=CCC1=CC=C(C=C1)O,1,PubChemBioCyc,
CC(=CCC1=C2C(=CC=C1)NC=C2C[C@@H](C(=O)O)NC)C,1,PubChemBioCyc,
C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4[C@@]3(C(CC(=O)C4)O)C,1,PubChemBioCyc,
C1=CC(=CC=C1C(=O)CCC2=C(C=C(C=C2O)O)O)O,1,PubChemBioCyc,
C/C/1=C/2\[C@@]([C@@H](C(=N2)/C=C\3/C([C@@H](C(=N3)/C(=C\4/[C@]([C@H]([C@@H]([N-]4)[C@]5([C@@]([C@@H](C1=N5)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)(C)CCC(=O)NC[C@@H](C)OP(=O)([O-])[O-])/C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N.[CH2-][C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O.[Co],1,PubChemBioCyc,
CC1=CC2=C(C=C1C)N(C=N2)[C@@H]3[C@@H]([C@@H]([C@H](O3)CO)OP(=O)([O-])O[C@H](C)CNC(=O)CC[C@@]\4([C@H]([C@@H]5[C@]6([C@@]([C@@H](C(=N6)/C(=C\7/[C@@]([C@@H](C(=N7)/C=C\8/C([C@@H](C(=N8)/C(=C4\[N-]5)/C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)/C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[C-]#N.[Co],1,PubChemBioCyc,
CCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](COP(=O)(O)O[C@@H]1[C@@H]([C@@H]([C@H]([C@@H]([C@H]1O[C@H]2[C@H]([C@H]([C@@H]([C@H](O2)COP(=O)(O)OC3[C@@H]([C@H](C([C@H]([C@H]3O)O)O)O)O)O)O)O)O)O)O)O)[C@@H](CCCCCCCCCCCCCCC)O,1,PubChemBioCyc,
CCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](COP(=O)([O-])O[C@@H]1[C@@H]([C@@H]([C@H]([C@@H]([C@H]1O[C@H]2[C@H]([C@H]([C@@H]([C@H](O2)COP(=O)([O-])OC3[C@@H]([C@H](C([C@H]([C@H]3O)O)O)O)O)O)O)O)O)O)O)O)[C@@H](CCCCCCCCCCCCCCC)O,1,PubChemBioCyc,
CCCCCCCCCCCCCCCCCC(=O)[C@H](CO)N,1,PubChemBioCyc,
CC(=CCC/C(=C/CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\COP(=O)([O-])OP(=O)([O-])O[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)NC(=O)C)/C)/C)/C)/C)/C)/C)/C)/C)/C)C,1,PubChemBioCyc,
CCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](COP(=O)([O-])OC1[C@@H]([C@H](C([C@H]([C@H]1O)O)O)O)O)[C@@H](CCCCCCCCCCCCCCC)O,1,PubChemBioCyc,
C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1[NH3+])O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C[NH3+])O)O)[NH3+])O[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O[C@@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C=O)O)O)[NH3+])O)O)[NH3+],1,PubChemBioCyc,
C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1[NH3+])O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)[NH3+],1,PubChemBioCyc,
C[C@H]1[C@H]([C@@H](O[C@H]1C2=CC=C(C=C2)O)C3=CC(=C(C=C3)O)O)C,1,PubChemBioCyc,
C[C@H]1C[NH+]([C@@H]2CC3=C(NC4=CC=CC(=C34)[C@H]2[C@H]1OC(=O)C)C(C)(C)C=C)C,1,PubChemBioCyc,
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@H](O[C@@H]([C@H]2O)CO)OP(=O)(O)OP(=O)(O)OC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(\C)/CCC=C(C)C)NC(=O)C)O)O)O[C@H]3[C@@H]([C@H]([C@@H](O3)[C@@H](CO)O[C@H]4[C@@H]([C@H]([C@@H](O4)[C@@H](CO)O)O)O)O)O,1,PubChemBioCyc,
CCCCCC(=O)CC(=O)CC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O,1,PubChemBioCyc,
C(COP(=O)([O-])OC[C@@H](CO)O)[NH3+],1,PubChemBioCyc,
C1[C@@H](CC(=N[C@@H]1C(=O)[O-])C(=O)[O-])O,1,PubChemBioCyc,
CCCCCCCCCCCCCCCCCCCCC(C(=O)N[C@@H](CO)[C@@H]([C@@H](CCCCCCCCCCCCCC)O)O)O,1,PubChemBioCyc,
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@H](O[C@@H]([C@H]2O)CO)OP(=O)(O)OP(=O)(O)OC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(\C)/CCC=C(C)C)NC(=O)C)O)O)O[C@H]3[C@@H]([C@H]([C@@H](O3)[C@@H](CO)O)O)O,1,PubChemBioCyc,
C[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OP(=O)([O-])OP(=O)([O-])OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)NC(=O)C)O)NC(=O)C,1,PubChemBioCyc,
CCCCCCCCCCCCCC[C@H]([C@H]([C@H](CO)NC(=O)C(CCCCCCCCCCCCCC)O)O)O,1,PubChemBioCyc,
C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1[NH3+])O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C=O)O)O)O)O)O)[NH3+],1,PubChemBioCyc,
C[C@@H]1CC[C@@H]2[C@]13CC(C[C@H]3C=C2C(=O)[O-])(C)C,1,PubChemBioCyc,
C[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OP(=O)([O-])OP(=O)([O-])OC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)NC(=O)C)O[C@@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O[C@@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)NC(=O)C)O)NC(=O)C)NC(=O)C,1,PubChemBioCyc,
C[C@H]([C@H]([C@H]1[C@@H]([C@H](C[C@](O1)(C(=O)[O-])O)O)NC(=O)C)NC(=O)C)O,1,PubChemBioCyc,
C[C@H]([C@H]([C@H]1[C@@H]([C@H](C[C@](O1)(C(=O)O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=NC3=O)N)O)O)O)NC(=O)C)NC(=O)C)O,1,PubChemBioCyc,
C[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OP(=O)([O-])OP(=O)([O-])OC[C@@H]2[C@H](C[C@@H](O2)N3C=C(C(=O)NC3=O)C)O)O)O)NC(=O)C,1,PubChemBioCyc,
CP(=O)(O)O[C@@H]1[C@@H]([C@@H]([C@H](O1)COP(=O)(O)O)O)O,1,PubChemBioCyc,
C[C@@H]1[C@@H](C[C@@H]2[C@]13CC(C[C@H]3C=C2C(=O)[O-])(C)C)O,1,PubChemBioCyc,
CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CC(=O)/C=C/C4=CC=C(C=C4)O)O,1,PubChemBioCyc,
C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(NC(=O)N=C32)N)COP(=O)([O-])OP(=O)([O-])[O-])O,1,PubChemBioCyc,
C1=CC=C(C(=C1)C(=O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)N,1,PubChemBioCyc,
C[C@H](/C=C/C[C@H]1CO[C@H]([C@@H]([C@@H]1O)O)[C@@H](/C(=C/C(=O)OCCCCCCCCCC(=O)NC2=C3C(=CSS3)NC2=O)/C)O)[C@H](C)O,1,PubChemBioCyc,
C1[C@H]([C@H]2[C@@](O1)(C[C@]34[C@H]5C6=C(C(=C(C=C6C(=O)O[C@@H]7[C@@H]8[C@@H]([C@@H](COC(=O)C9=CC(=C(C(=C9C1=C(C(=C(C=C1C(=O)O8)O)O)O)O)O)O)O[C@H]7OC(=O)C1=CC(=C(C(=C1)O)O)O)OC3=O)O)O)O[C@]5(C(C([C@H]4O2)(O)O)(O)O)O)O)O,1,PubChemBioCyc,
C1=CC(=CC=C1C2=C(C=C3C(=CC(=O)C=C3O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)COC(=O)CC(=O)[O-])OC(=O)CC(=O)[O-])O)O)O2)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)COC(=O)/C=C/C6=CC(=C(C=C6)O)O)O)O)O)O,1,PubChemBioCyc,
C([C@@H]1[C@@H]([C@@H]([C@H](C(O1)O)[NH3+])O)O)OP(=O)([O-])[O-],1,PubChemBioCyc,
CC(=O)C(=O)[C@H](COP(=O)([O-])[O-])O,1,PubChemBioCyc,
CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O,1,PubChemBioCyc,
CC1C2=N[C@@](CC3=C([C@](C(=[NH+]3)/C=C\4/[C@H]([C@]([C@@](N4)([C@H]5[C@@H]([C@@](C1=N5)(C)CCC(=O)[O-])CC(=O)[O-])C)(C)CC(=O)[O-])CCC(=O)[O-])(C)CC(=O)[O-])CCC(=O)[O-])(C(=C2CCC(=O)[O-])C)C,1,PubChemBioCyc,
COC1=CC(=CC(=C1O)OC)/C=C/C(=O)O[C@@H]2[C@H]([C@@H](CO[C@H]2O[C@@H]3[C@H]([C@@H]([C@H](O[C@H]3OC4=C(OC5=CC(=O)C=C(C5=C4)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)COC(=O)CC(=O)O)O)O)O)C7=CC(=C(C=C7)O)O)COC(=O)/C=C/C8=CC=C(C=C8)O[C@H]9[C@@H]([C@H]([C@@H]([C@H](O9)CO)O)O)O)O)O)O)O,1,PubChemBioCyc,
C1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=C(OC4=CC(=O)C=C(C4=C3)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)COC(=O)CC(=O)[O-])O)O)O)C6=CC(=C(C=C6)O)O)COC(=O)/C=C/C7=CC=C(C=C7)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)O)O)O)O)O,1,PubChemBioCyc,
C1=CC(=CC=C1[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])[O-])O)O)N,1,PubChemBioCyc,
CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OC1[C@@H]([C@H](C([C@H]([C@H]1O)O)O)O)O)O,1,PubChemBioCyc,
CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC1[C@@H]([C@H](C([C@H]([C@H]1O)O)O)O)O)O,1,PubChemBioCyc,
CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OC[C@H](CO)O)OC(=O)CCCCCCCCCCCCCCC,1,PubChemBioCyc,
CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)COP(=O)([O-])OC[C@H](CO)O,1,PubChemBioCyc,
CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OC1[C@@H]([C@H](C([C@H]([C@H]1O)O)O)O)O)OC(=O)CCCCCCC/C=C\CCCCCCCC,1,PubChemBioCyc,
CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OC1[C@@H]([C@H](C([C@H]([C@H]1O)O)O)O)O)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,1,PubChemBioCyc,
CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1O[C@@H]2[C@H](OC([C@@H]([C@H]2O)NC(=O)C)O)CO)CO)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)CO[C@@H]4[C@H]([C@H]([C@@H]([C@H](O4)CO[C@@H]5[C@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O[C@@H]6[C@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)O)O[C@@H]7[C@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O[C@@H]8[C@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)O)O)O[C@@H]9[C@H]([C@H]([C@@H]([C@H](O9)CO)O)O)O[C@@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O[C@@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO)O)O[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O)O)O)O,1,PubChemBioCyc,
[CH3-].CC1=CC2=C(C=C1C)N(C=N2)[C@@H]3[C@@H]([C@@H]([C@H](O3)CO)OP(=O)([O-])O[C@H](C)CNC(=O)CC[C@@]\4([C@H]([C@@H]5[C@]6([C@@]([C@@H](C(=N6)/C(=C\7/[C@@]([C@@H](C(=N7)/C=C\8/C([C@@H](C(=N8)/C(=C4\[N-]5)/C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)/C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[Co],1,PubChemBioCyc,
CC[C@@H](CC(=O)C(=O)O)O,1,PubChemBioCyc,
C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)COC(=O)CC(=O)O)O)O)O)O)O,1,PubChemBioCyc,
C[C@H](CC/C=C(\C)/C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)[C@H]4CC[C@@H]5[C@@]4(CC[C@H]6[C@H]5[C@@H](C[C@H]7[C@@]6(CC[C@H](C7)O)C)O)C,1,PubChemBioCyc,
C[C@H]([C@@H](C(=O)O)O)C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,1,PubChemBioCyc,
CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,1,PubChemBioCyc,
CC/C=C\C[C@H]1[C@H](CCC1=O)CCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(O)O)O,1,PubChemBioCyc,
